configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,reconstruction_loss,mapping_weighted_med,mapping_weighted_r2
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_7,5.6,0.2366445910008657,0.40511917234848777,0.11980743832691912,0.37525971744321246,0.2335272072272753,0.3977932925098595,0.14588647732680043,0.596789953778554,0.10858710513731837,0.7353696728039767,0.36585444741487605
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_5,8.2,0.22752111395455982,0.39721595432694545,0.14434397914209715,0.35146030527796374,0.22437423224373818,0.38273083513915895,0.14656699954174957,0.5765214943044793,0.11053440611942608,0.7098594744509488,0.3868133823770055
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_2,4.0,0.23827794138366212,0.37195325632691845,0.10817219887318681,0.3105556459625272,0.23377102203589475,0.37612123296256683,0.13746838784765206,0.3868110306389516,0.11329269850705068,0.5263252848650206,0.5453826915068338
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_6,4.0,0.23925842149198617,0.4118121120049955,0.10479194410143818,0.3770203346920521,0.2356868216937728,0.4007163783457419,0.14764102632629872,0.5634416395194242,0.11242592381454508,0.7114828532992574,0.397662092401058
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_8,13.0,0.23254959859956664,0.40016140674984324,0.07516792276679078,0.3664117324283845,0.23032132964199112,0.38816031182674837,0.1521798081535101,0.6420505143762332,0.1120516510046025,0.7622375446483584,0.3211052686816064
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_9,10.0,0.22368090019695738,0.39366404054744886,0.10938970665413017,0.3549294734964753,0.220620423948291,0.3824344175513624,0.14902330000671743,0.7019910098943208,0.10514886186942458,0.8022178969268741,0.25884871908974255
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_1,11.2,0.22406202398773298,0.3333912504997499,0.10860057157227088,0.23472459352247327,0.22311078077294785,0.3424303511373564,0.14453797893068193,0.6125620292461298,0.10625285207856694,0.5980160407180419,-62.80448173089216
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_3,6.6,0.2411248838920172,0.3951792288109469,0.11078916188861503,0.34032954801429444,0.2377832635867308,0.39728307325023005,0.13917590039996308,0.49969132608277567,0.10794519247694809,0.6456158529041501,0.4641411446550632
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_10,7.4,0.23227445854786977,0.3957272818986339,0.1200935422136931,0.3529196552260744,0.22995717369121577,0.38452124284906136,0.1509398052803377,0.7010653671236451,0.10712321988082925,0.8031989256063478,0.2583792786328668
